iter	Passed	Remaining
0	157	156886
1	162	81210
2	174	57906
3	186	46557
4	198	39557
5	206	34278
6	211	30018
7	218	27116
8	225	24785
9	229	22740
10	235	21152
11	240	19802
12	245	18641
13	250	17609
14	254	16684
15	257	15807
16	260	15049
17	263	14350
18	265	13719
19	268	13151
20	270	12624
21	273	12154
22	274	11678
23	277	11272
24	279	10901
25	281	10561
26	284	10250
27	286	9961
28	289	9703
29	292	9456
30	293	9183
31	295	8950
32	297	8729
33	299	8521
34	301	8321
35	303	8138
36	306	7973
37	308	7806
38	310	7648
39	312	7496
40	314	7345
41	316	7209
42	318	7082
43	320	6959
44	322	6842
45	324	6726
46	326	6619
47	328	6514
48	330	6411
49	332	6316
50	334	6227
51	336	6138
52	338	6056
53	341	5976
54	343	5895
55	345	5820
56	347	5744
57	349	5678
58	351	5609
59	353	5544
60	355	5478
61	357	5414
62	359	5351
63	361	5289
64	363	5234
65	366	5183
66	368	5131
67	370	5077
68	372	5025
69	374	4976
70	376	4927
71	378	4880
72	380	4835
73	382	4789
74	384	4743
75	386	4700
76	388	4657
77	390	4619
78	392	4581
79	395	4545
80	397	4510
81	399	4477
82	402	4442
83	404	4407
84	406	4374
85	408	4340
86	410	4308
87	412	4279
88	415	4248
89	417	4218
90	419	4190
91	421	4159
92	422	4125
93	424	4095
94	427	4067
95	429	4040
96	430	4011
97	432	3984
98	434	3957
99	436	3930
100	438	3904
101	440	3879
102	442	3855
103	444	3831
104	446	3807
105	448	3783
106	450	3760
107	452	3738
108	454	3716
109	456	3696
110	458	3675
111	460	3653
112	462	3633
113	465	3614
114	467	3594
115	469	3574
116	471	3555
117	473	3538
118	475	3520
119	477	3501
120	479	3483
121	481	3465
122	483	3448
123	485	3430
124	487	3414
125	490	3400
126	492	3387
127	495	3374
128	497	3358
129	499	3342
130	501	3327
131	503	3311
132	505	3296
133	507	3282
134	510	3269
135	512	3254
136	514	3240
137	516	3225
138	518	3211
139	520	3197
140	522	3184
141	525	3172
142	527	3161
143	529	3149
144	532	3138
145	534	3127
146	536	3114
147	538	3102
148	541	3093
149	543	3082
150	545	3069
151	547	3056
152	549	3040
153	551	3028
154	553	3015
155	555	3003
156	557	2994
157	560	2984
158	562	2975
159	564	2963
160	566	2952
161	568	2941
162	570	2930
163	573	2921
164	575	2911
165	577	2901
166	579	2890
167	581	2880
168	583	2868
169	585	2857
170	587	2848
171	589	2839
172	591	2829
173	593	2819
174	595	2809
175	597	2799
176	600	2790
177	602	2780
178	604	2771
179	606	2764
180	609	2757
181	611	2748
182	614	2741
183	616	2733
184	618	2725
185	620	2716
186	623	2709
187	625	2700
188	627	2691
189	629	2683
190	631	2674
191	633	2665
192	635	2656
193	637	2649
194	640	2642
195	642	2635
196	644	2627
197	646	2618
198	648	2610
199	650	2602
200	652	2594
201	654	2587
202	656	2579
203	659	2571
204	660	2563
205	662	2554
206	664	2546
207	666	2538
208	668	2530
209	671	2524
210	673	2517
211	675	2510
212	677	2502
213	679	2496
214	681	2489
215	684	2482
216	686	2476
217	688	2469
218	690	2462
219	692	2455
220	694	2447
221	696	2441
222	698	2433
223	700	2427
224	703	2422
225	705	2416
226	707	2409
227	709	2403
228	712	2397
229	714	2390
230	716	2383
231	718	2377
232	720	2372
233	722	2366
234	724	2359
235	726	2353
236	729	2347
237	731	2340
238	733	2334
239	735	2328
240	737	2323
241	739	2317
242	742	2311
243	744	2306
244	746	2299
245	748	2293
246	750	2287
247	752	2283
248	754	2277
249	757	2271
250	759	2265
251	761	2259
252	763	2253
253	765	2247
254	768	2245
255	770	2240
256	773	2235
257	775	2230
258	777	2225
259	779	2219
260	781	2213
261	784	2208
262	786	2203
263	788	2198
264	790	2192
265	792	2187
266	794	2182
267	796	2176
268	799	2172
269	801	2167
270	804	2163
271	806	2157
272	808	2152
273	810	2146
274	812	2141
275	814	2135
276	816	2131
277	818	2126
278	820	2121
279	822	2115
280	824	2110
281	826	2105
282	828	2100
283	831	2095
284	833	2091
285	835	2085
286	837	2080
287	839	2075
288	841	2070
289	843	2065
290	845	2061
291	848	2057
292	850	2052
293	852	2047
294	854	2042
295	856	2037
296	858	2033
297	860	2027
298	862	2023
299	865	2019
300	867	2015
301	870	2011
302	872	2006
303	874	2001
304	876	1996
305	878	1992
306	880	1987
307	882	1983
308	885	1979
309	887	1974
310	889	1970
311	891	1965
312	893	1960
313	895	1955
314	897	1952
315	900	1948
316	902	1943
317	904	1939
318	906	1934
319	908	1930
320	910	1926
321	912	1922
322	915	1918
323	917	1914
324	919	1909
325	921	1905
326	923	1901
327	926	1897
328	928	1893
329	930	1889
330	932	1884
331	934	1880
332	936	1876
333	938	1872
334	941	1868
335	943	1863
336	945	1860
337	948	1856
338	950	1852
339	952	1848
340	954	1844
341	956	1840
342	958	1836
343	960	1831
344	963	1828
345	965	1824
346	967	1820
347	969	1816
348	971	1812
349	973	1808
350	975	1804
351	978	1800
352	980	1796
353	982	1793
354	984	1789
355	986	1785
356	988	1781
357	991	1777
358	993	1773
359	995	1770
360	997	1766
361	999	1762
362	1002	1758
363	1004	1754
364	1006	1750
365	1008	1746
366	1010	1743
367	1012	1739
368	1015	1735
369	1017	1731
370	1019	1728
371	1021	1724
372	1023	1720
373	1025	1716
374	1027	1713
375	1030	1709
376	1032	1705
377	1034	1702
378	1036	1698
379	1038	1694
380	1040	1690
381	1043	1687
382	1045	1684
383	1047	1680
384	1049	1677
385	1051	1673
386	1054	1669
387	1056	1666
388	1058	1662
389	1060	1659
390	1063	1655
391	1065	1652
392	1067	1648
393	1069	1644
394	1071	1641
395	1073	1637
396	1075	1633
397	1077	1630
398	1080	1626
399	1082	1623
400	1084	1619
401	1086	1616
402	1088	1612
403	1090	1609
404	1093	1606
405	1095	1602
406	1097	1598
407	1099	1595
408	1101	1591
409	1103	1588
410	1105	1584
411	1108	1581
412	1110	1578
413	1112	1574
414	1114	1571
415	1117	1568
416	1119	1564
417	1121	1561
418	1124	1558
419	1126	1555
420	1128	1551
421	1130	1548
422	1132	1544
423	1134	1541
424	1136	1538
425	1138	1534
426	1141	1532
427	1143	1528
428	1146	1525
429	1148	1521
430	1150	1518
431	1152	1515
432	1154	1511
433	1156	1508
434	1158	1504
435	1160	1501
436	1162	1498
437	1165	1494
438	1167	1491
439	1169	1487
